"id";"Image";"Nom";"Référence";"Catégorie";"Prix de base";"Prix final";"Quantité";"État";
"17";"http://almoune.fr/img/p/1/6/0/7/1607.jpg";"Fèves Foul Medammas au naturel - Durra 400g";"";"Aliments et Laitiers";"1.090047";"1.15";"-41";"1";
"1949";"http://almoune.fr/img/p/3/8/2/4/3824.jpg";"Zaatar libanais - Second House 500g";"";"Accueil";"5.924171";"6.25";"1";"1";
"2744";"http://almoune.fr/img/p/4/1/9/0/4190.jpg";"Huile d'olive vierge Boulos 4 L";"";"Condiments";"66.208531";"69.85";"2";"1";
"1728";"http://almoune.fr/img/p/3/6/3/4/3634.jpg";"Cookies chocolat au lait Al Fakhr - 12 pièces";"";"Friandises";"4.976303";"5.25";"-11";"1";
"466";"http://almoune.fr/img/p/2/0/7/8/2078.jpg";"Fromage Akkawi traditionnel - Golden Plate 460g";"";"Fromages libanais";"5.592417";"5.9";"-100";"1";
"305";"http://almoune.fr/img/p/1/9/9/5/1995.jpg";"Foul mdammas Rabih 800g";"";"Aliments et Laitiers";"2.701422";"2.85";"13";"1";
"1273";"http://almoune.fr/img/p/2/9/6/8/2968.jpg";"Biscuit ALFAKHR 24 pièces 720g.";"";"Gourmandises";"7.573460";"7.99";"0";"1";
"2973";"http://almoune.fr/img/p/4/2/0/1/4201.jpg";"Caprice gaufrettes fourrées aux noisttes 115gr - Papadopoulos";"";"Gourmandises";"2.360190";"2.49";"43";"1";
"1840";"http://almoune.fr/img/p/3/7/6/7/3767.jpg";"Fruits secs grillés fumés qualité premium - Al Fakhr 900gr.";"";"Fruits à coques grillés";"16.966825";"17.9";"-38";"1";
"2065";"http://almoune.fr/img/p/3/9/4/9/3949.jpg";"Kaak croustillants thym sésame - Al Forno 400g ";"";"Accueil";"3.554502";"3.75";"0";"1";
"418";"http://almoune.fr/img/p/2/0/2/3/2023.jpg";"Fromages du Liban Naboulsi 190 g";"";"Fromages libanais";"2.853081";"3.01";"0";"0";
"1388";"http://almoune.fr/img/p/3/2/0/5/3205.jpg";"Foul Bajela Chtoura 600gr.";"";"Conserves";"1.649289";"1.74";"0";"1";
"249";"http://almoune.fr/img/p/1/9/3/9/1939.jpg";"Castania cacahuètes frites 100g.";"";"Fruits à coques grillés";"1.800948";"1.5";"0";"1";
"1616";"http://almoune.fr/img/p/3/4/1/2/3412.jpg";"Concombre Mariné Mechaalany en vrac 500gr.";"";"Légumes Marinés";"2.834123";"2.99";"-5";"1";
"2471";"http://almoune.fr/img/p/4/1/7/0/4170.jpg";"proteines de soja 150 g ";"";"Accueil";"3.317536";"3.5";"3";"1";
"1210";"http://almoune.fr/img/p/3/1/6/8/3168.jpg";"Kaak longs au sésame - Al forno 400gr.";"";"Accueil";"3.554502";"3.75";"-1";"1";
"1153";"http://almoune.fr/img/p/2/9/7/9/2979.jpg";"Mélasse de caroube Anjar 800gr.";"";"Mélasses et miels";"5.450237";"5.75";"0";"1";
"961";"http://almoune.fr/img/p/2/9/9/1/2991.jpg";"Feuilles de vigne Baytoty";"";"Accueil";"2.511848";"2.65";"-1";"1";
"195";"http://almoune.fr/img/p/1/8/8/5/1885.jpg";"Moule Maamoul  datte grand";"";"Autres";"4.583333";"5.5";"-1";"1";
"361";"http://almoune.fr/img/p/2/1/3/8/2138.jpg";"Fromage Combi Feta 60% Mg - SUTDIYARI  1Kg";"";"Fromages libanais";"11.127962";"11.74";"0";"1";
"81";"http://almoune.fr/img/p/1/6/7/1/1671.jpg";"Cardamome Moulue Abido 20g";"";"Épices";"3.554502";"3.75";"24";"1";
"1331";"http://almoune.fr/img/p/3/7/1/5/3715.jpg";"Amandes Suprêmes crues O'regal 400gr.";"";"Fruits secs ";"5.355450";"5.65";"0";"1";
"646";"http://almoune.fr/img/p/2/3/9/0/2390.jpg";"Baklava Mixte - ZAITOUNE 600g";"";"Baklava";"26.018957";"27.45";"0";"0";
"699";"http://almoune.fr/img/p/2/4/5/0/2450.jpg";"Confit d'aubergine au sirop 450";"mraba el batenjan";"Accueil";"5.213270";"5.5";"0";"1";
"1557";"http://almoune.fr/img/p/3/3/1/5/3315.jpg";"Navets Marinés Hikayat 2- 1050 gr";"";"Légumes Marinés";"4.502370";"4.75";"0";"1";
"531";"http://almoune.fr/img/p/2/2/7/6/2276.jpg";"Feuilles de Vigne Séchées- Al Dayaa 400g";"";"Conserves";"4.050000";"4.27";"0";"1";
"1087";"http://almoune.fr/img/p/3/0/0/5/3005.jpg";"Boisson instantanée orange (30g) Aruba";"";"Jus en poudre instantanée";"0.938389";"0.99";"0";"1";
"139";"http://almoune.fr/img/p/1/8/2/9/1829.jpg";"Houmous Tahini - Al Rabih 800g";"";"Conserves";"3.781991";"3.99";"-121";"1";
"2129";"http://almoune.fr/img/p/4/0/0/4/4004.jpg";"Huile d'olive libanaise - Chtoura Mountain 4L";"";"Accueil";"52.085308";"54.95";"0";"1";
"25";"http://almoune.fr/img/p/1/6/1/5/1615.jpg";"Frikeh ( Blé Dur Vert) - Durra 450g";"";"Aliments et Laitiers";"3.080569";"3.25";"0";"1";
"1959";"http://almoune.fr/img/p/3/9/2/2/3922.jpg";"Mélange pour falafel - Abido 200g";"";"Accueil";"1.886256";"1.99";"0";"1";
"474";"http://almoune.fr/img/p/2/2/2/3/2223.jpg";"Baklava Mixtes (Boite en Plastique) - Douaihy 500g";"";"Patisserie Douaihy";"11.370000";"12";"0";"0";
"313";"http://almoune.fr/img/p/2/0/0/3/2003.jpg";"Falafel préparation Instantanée Rabih - 200g";"";"Aliments et Laitiers";"2.369668";"2.5";"19";"1";
"817";"http://almoune.fr/img/p/2/4/8/8/2488.jpg";"Maamoul aux noix, pistaches et dattes - Al-Sharq 750g";"";"Accueil";"16.578199";"17.49";"-1";"1";
"1281";"http://almoune.fr/img/p/2/9/5/0/2950.jpg";"Mélange fruit sec Supreme Al KAZZI 450gr.";"";"Fruits secs ";"8.483412";"8.95";"-1";"1";
"1848";"http://almoune.fr/img/p/3/7/4/1/3741.jpg";"Zaatar halabi vert - Alarjawi 500 gr";"";"Accueil";"3.175355";"3.35";"-5";"1";
"1447";"http://almoune.fr/img/p/3/7/2/5/3725.jpg";"Café Najjar Selection 450gr.";"";"Accueil";"6.492891";"6.85";"0";"1";
"1901";"http://almoune.fr/img/p/3/8/4/1/3841.jpg";"Riz BAsmati Abu Kass 5kg";"";"Accueil";"20.758294";"21.9";"-5";"1";
"426";"http://almoune.fr/img/p/2/0/3/1/2031.jpg";"Pain Libanais Complet  - 5 pièces 240 g";"";"Accueil";"1.412322";"1.49";"537";"1";
"2359";"http://almoune.fr/img/p/4/0/8/6/4086.jpg";"Sirop de Rose Boulos 500ml";"";"Accueil";"4.125000";"4.95";"-6";"1";
"1679";"http://almoune.fr/img/p/3/5/4/7/3547.jpg";"Sirop de rose Naturel Mymouné 50 cl";"";"Accueil";"11.364929";"11.99";"0";"1";
"257";"http://almoune.fr/img/p/1/9/4/7/1947.jpg";"Confiture de Cerises Durra 430g";"";"Confitures";"2.834123";"2.99";"-2";"1";
"765";"http://almoune.fr/img/p/3/0/8/8/3088.jpg";"sucre vanilline Dr. Oekter 10 sachet 80g.";"";"Ingrédients de pâtisserie";"1.990521";"2.1";"0";"1";
"1624";"http://almoune.fr/img/p/3/8/9/2/3892.jpg";"Bokaj cajou fabriqués au Liban 1 kg";"";"Accueil";"22.739336";"23.99";"0";"1";
"1219";"http://almoune.fr/img/p/3/4/0/9/3409.jpg";"Concombres Marinés Mechaalany en vrac 500gr.";"";"Légumes Marinés";"2.834123";"2.99";"0";"0";
"369";"http://almoune.fr/img/p/2/1/4/6/2146.jpg";"Graines de courge grillées sans sel 500gr";"";"Fruits à coques grillés";"4.710900";"4.97";"19";"1";
"89";"http://almoune.fr/img/p/2/3/6/9/2369.jpg";"Chips Derby 20g";"";"Chips et apéritifs";"0.331754";"0.35";"168";"1";
"1340";"http://almoune.fr/img/p/4/0/4/9/4049.jpg";"Foul recette Palestinien - California Garden 400gr.";"";"Conserves";"1.412322";"1.49";"16";"1";
"654";"http://almoune.fr/img/p/3/9/1/5/3915.jpg";"Baklava Mixte BAWABET DIMASHQ 750g";"";"Accueil";"35.071090";"37";"-10";"1";
"707";"http://almoune.fr/img/p/2/4/5/8/2458.jpg";"houmos chtoura 430gr";"";"Accueil";"1.507109";"1.59";"8";"1";
"1565";"http://almoune.fr/img/p/3/3/3/6/3336.jpg";"Mélasse de grenade  Al Baraka 350 gr";"";"Mélasses et miels";"3.554502";"3.75";"0";"1";
"539";"http://almoune.fr/img/p/2/2/8/4/2284.jpg";"Houmous Tahini - Al Dayaa 400 gr";"";"Conserves";"1.110000";"1.17";"0";"1";
"886";"http://almoune.fr/img/p/3/9/6/6/3966.jpg";"Pistaches en poudre 500gr.";"";"Ingrédients de pâtisserie";"17.535545";"18.5";"11";"1";
"1101";"http://almoune.fr/img/p/2/6/6/1/2661.jpg";"Epices basterma Abido 50g";"";"Épices";"1.507109";"1.59";"6";"1";
"147";"http://almoune.fr/img/p/1/8/3/7/1837.jpg";"Biscuit chocolat albeni - Ulker 360g";"";"Gourmandises";"3.317536";"3.5";"0";"0";
"33";"http://almoune.fr/img/p/1/6/2/3/1623.jpg";"Halawa Nature - Durra 200g";"";"Halawa";"2.606635";"2.75";"15";"1";
"1512";"http://almoune.fr/img/p/3/2/9/7/3297.jpg";"Vermicelle - Tayba 1Kg";"";"Accueil";"2.606635";"2.75";"-6";"1";
"1967";"http://almoune.fr/img/p/3/8/5/3/3853.jpg";"Arak Ksara 35cl";"";"Arack ou Arak Libanais ";"17.916667";"21.5";"22";"1";
"597";"http://almoune.fr/img/p/2/3/3/8/2338.jpg";"Mélange de fruits secs delux AL KAZZI 450gr";"";"Accueil";"11.327014";"11.95";"-22";"1";
"1744";"http://almoune.fr/img/p/3/6/4/5/3645.jpg";"Vin rouge Château les Cèdres 2014 - Domaine Wardy - 75 cl";"";"Accueil";"22.916667";"27.5";"1";"1";
"482";"http://almoune.fr/img/p/2/2/3/0/2230.jpg";"Sept Épices - Adida 50g";"";"Épices";"1.420000";"1.5";"0";"1";
"321";"http://almoune.fr/img/p/2/0/9/8/2098.jpg";"Butter ghee (samneh) - VACHE DE PARIS 400g";"";"Aliments et Laitiers";"8.056872";"8.5";"21";"1";
"2934";"http://almoune.fr/img/p/4/1/9/9/4199.jpg";"Crème de pistache 600gr Pisti";"";"Accueil";"13.222749";"13.95";"0";"1";
"826";"http://almoune.fr/img/p/2/4/9/7/2497.jpg";"Baklava mixte - 250g";"";"Accueil";"6.872038";"7.25";"5";"1";
"1289";"http://almoune.fr/img/p/3/2/9/9/3299.jpg";"RUBY KATAKIT boite 24";"";"Friandises";"6.151659";"4.5";"-3";"1";
"2989";"http://almoune.fr/img/p/4/2/2/3/4223.jpg";"Maamoul Alshamiyah blé complet";"";"Accueil";"2.834123";"2.99";"11";"1";
"434";"http://almoune.fr/img/p/2/0/3/9/2039.jpg";"Pasterma 100g Tutunjian";"";"Viandes - Poissons";"4.928910";"5.2";"0";"0";
"1404";"http://almoune.fr/img/p/3/2/3/2/3232.jpg";"Gombo Bamia - Chtoura Garden 600gr.";"";"Conserves";"2.369668";"2.5";"-4";"1";
"1687";"http://almoune.fr/img/p/3/5/5/3/3553.jpg";"Bière sans alcool 0% Cedar's premium 275 ml";"";"Jus";"1.374408";"1.45";"-63";"1";
"265";"http://almoune.fr/img/p/1/9/5/5/1955.jpg";"Feuilles de vigne à farcir  400G";"";"Aliments et Laitiers";"3.696000";"3.9";"1";"1";
"774";"http://almoune.fr/img/p/3/0/5/7/3057.jpg";"Bicarbonate alimentaire Aruba 250g";"";"Ingrédients de pâtisserie";"1.412322";"1.49";"-4";"1";
"1632";"http://almoune.fr/img/p/3/4/6/2/3462.jpg";"Bokaj cajou fabriqués au Liban en vrac 6 pièces ≈ 120 gr";"";"Accueil";"2.834123";"2.99";"0";"1";
"1228";"http://almoune.fr/img/p/2/8/7/1/2871.jpg";"Fruits grillés sans sel Fancy 350gr";"";"Fruits à coques grillés";"10.900474";"7.99";"0";"0";
"1172";"http://almoune.fr/img/p/3/0/3/1/3031.jpg";"Blé pelé Gardenia 907 gr.";"";"Légumineuses et grains";"2.559242";"2.7";"-1";"1";
"2025";"http://almoune.fr/img/p/3/8/8/8/3888.jpg";"Hummus betterave exceptionnellement authentique - Flavva 200g";"";"Entrées-Mezzé";"3.781991";"3.99";"0";"1";
"211";"http://almoune.fr/img/p/1/9/0/1/1901.jpg";"Yaourt Grec Kolios 1kg";"";"Aliments et Laitiers";"3.933649";"4.15";"-40";"1";
"377";"http://almoune.fr/img/p/2/1/5/4/2154.jpg";"Purée d'Aubergines grillées Suntat 590g";"";"Aliments et Laitiers";"2.156000";"2.27";"0";"0";
"97";"http://almoune.fr/img/p/1/6/8/7/1687.jpg";"Pâtisserie mahruse mixed 850 g";"";"Gourmandises";"29.359000";"30.97";"0";"0";
"2308";"http://almoune.fr/img/p/4/1/2/5/4125.jpg";"Noix de cajou crues 1Kg";"";"Accueil";"15.156398";"15.99";"1";"1";
"1348";"http://almoune.fr/img/p/3/1/7/7/3177.jpg";"Double concentré de tomate Durra 800gr.";"";"Concentrés";"4.028436";"4.25";"4";"1";
"662";"http://almoune.fr/img/p/3/1/6/3/3163.jpg";"Boulettes de viande à la sauce tomate - Paliria 280g.";"";"Conserves";"3.175355";"3.35";"-1";"1";
"715";"http://almoune.fr/img/p/3/5/9/4/3594.jpg";"Foul - fèves Recette Egyptienne - California Garden 400 gr";"";"Conserves";"1.412322";"1.49";"57";"1";
"1573";"http://almoune.fr/img/p/3/3/5/0/3350.jpg";"Boulgour Gros blanc Grain de Frais 1 kg";"";"Boulghour";"3.080569";"3.25";"2";"1";
"547";"http://almoune.fr/img/p/2/2/9/1/2291.jpg";"Trio de Dates, Sésames, Ghraybeh (mini)- Douaihy 250g";"";"Patisserie Douaihy";"5.210000";"5.5";"0";"0";
"155";"http://almoune.fr/img/p/1/8/4/5/1845.jpg";"Salami dinde  - Yalya 80g";"";"Aliments et Laitiers";"1.412322";"1.49";"0";"1";
"41";"http://almoune.fr/img/p/1/6/3/1/1631.jpg";"Nido Lait Entier en Poudre - Nestlé 400g";"";"Aliments et Laitiers";"6.625592";"6.99";"0";"1";
"1520";"http://almoune.fr/img/p/3/2/8/9/3289.jpg";"Maamoul Douaihy aux pistaches Grande pièce enveloppée dans un sachet";"";"Accueil";"2.360190";"2.49";"0";"1";
"1975";"http://almoune.fr/img/p/3/8/3/6/3836.jpg";"Castania Super Extra vert 450gr";"";"Fruits à coques grillés";"9.431280";"9.95";"0";"1";
"2251";"http://almoune.fr/img/p/4/1/3/5/4135.jpg";"Eau de Rose 250ml Boulos";"";"Accueil";"2.132701";"2.25";"4";"1";
"2138";"http://almoune.fr/img/p/4/0/1/2/4012.jpg";"Jello ou gelée ananas 5achtés +1 gratuit halal - Domo 85 gr";"";"Accueil";"5.165877";"5.45";"0";"1";
"605";"http://almoune.fr/img/p/2/3/4/8/2348.jpg";"Mila - Sedita 150g";"";"Accueil";"0.000000";"0";"0";"0";
"1752";"http://almoune.fr/img/p/3/6/7/2/3672.jpg";"Cafetière libanaise émaillée (Rakwe) verte  - 10 tasses";"";"Cafés";"0.000000";"0";"1";"0";
"2367";"http://almoune.fr/img/p/4/0/8/7/4087.jpg";"Riz en poudre gardenia 907gr";"";"Accueil";"3.080569";"3.25";"15";"1";
"490";"http://almoune.fr/img/p/2/2/3/7/2237.jpg";"Jus à la Rose - Junet 250ml";"";"Jus";"1.279621";"1";"-14";"1";
"329";"http://almoune.fr/img/p/2/1/0/6/2106.jpg";"Concentré de tomates Durra 650g";"";"Concentrés";"2.274882";"2.4";"0";"1";
"834";"http://almoune.fr/img/p/2/5/3/0/2530.jpg";"Colorants pour oeufs de Pâques - Vert";"";"Accueil";"0.947867";"1";"0";"0";
"1049";"http://almoune.fr/img/p/3/0/7/5/3075.jpg";"Citron fersan 1L";"";"Accueil";"2.132701";"2.25";"-81";"1";
"2089";"http://almoune.fr/img/p/3/9/7/3/3973.jpg";"Zaatar halabai rouge - Al Osrah 400gr";"";"Accueil";"2.834123";"2.99";"7";"1";
"1917";"http://almoune.fr/img/p/3/8/2/1/3821.jpg";"Makdousse Baladna 950g";"";"Légumes Marinés";"9.469194";"9.99";"-1";"1";
"442";"http://almoune.fr/img/p/2/0/4/6/2046.jpg";"Namoura 8 pièces - Bouchée Dorée 600g";"";"Aliments et Laitiers";"11.374408";"12";"0";"0";
"1412";"http://almoune.fr/img/p/3/2/4/9/3249.jpg";"Ghroybe - Douaihy 400g";"";"Accueil";"10.417062";"10.99";"0";"1";
"273";"http://almoune.fr/img/p/1/9/6/3/1963.jpg";"Pois chiche bouillis Nahil 540gr";"";"Aliments et Laitiers";"1.658768";"1.75";"1";"1";
"783";"http://almoune.fr/img/p/3/0/9/1/3091.jpg";"Sauce Tomate 370g Sesobel";"";"Concentrés";"1.421801";"1.5";"0";"1";
"1641";"http://almoune.fr/img/p/3/4/7/9/3479.jpg";"Haricots géants cuits en sauce tomate - Paliria 2 kg";"";"Conserves";"16.587678";"17.5";"-163";"1";
"1183";"http://almoune.fr/img/p/4/0/2/1/4021.jpg";"Confiture de fleur d'oranger 450gr. Alrabih";"";"Confitures";"12.786730";"10.5";"3";"1";
"987";"http://almoune.fr/img/p/3/6/4/6/3646.jpg";"Houmous Chtoura 420gr.";"";"Conserves";"1.042654";"1.1";"0";"1";
"2033";"http://almoune.fr/img/p/3/9/0/0/3900.jpg";"Baklava syrien fabrication artisanale 2Kg - Eich el bolbol pistaches.";"";"Baklava";"66.350711";"70";"-3";"1";
"219";"http://almoune.fr/img/p/1/9/0/9/1909.jpg";"Miel Grec - Attiki (1ère qualité) 500g";"";"Mélasses et miels";"10.225600";"10.79";"0";"0";
"385";"http://almoune.fr/img/p/2/1/6/2/2162.jpg";"Fromage Msanara - 900 g";"";"Aliments et Laitiers";"10.834123";"11.43";"-25";"1";
"105";"http://almoune.fr/img/p/1/7/9/5/1795.jpg";"Lentilles Blondes Bouillies - Akdeniz 570g";"";"Aliments et Laitiers";"1.461900";"1.54";"0";"1";
"671";"http://almoune.fr/img/p/2/4/1/2/2412.jpg";"Namoura 6 pcs - Bouchée Dorée env. 430g";"";"Accueil";"8.530806";"9";"0";"0";
"723";"http://almoune.fr/img/p/2/4/6/1/2461.jpg";"kamar el din pates abricot séché au soleil  400gr";"";"Accueil";"2.834123";"2.99";"0";"0";
"1415";"http://almoune.fr/img/p/3/7/2/2/3722.jpg";"Noix de Coco râpée - O'Regal 500 gr.";"";"Ingrédients de pâtisserie";"2.606635";"2.75";"-6";"1";
"1698";"http://almoune.fr/img/p/3/6/3/1/3631.jpg";"Persil déshydraté Ducros 65 gr";"";"Épices";"3.791469";"4";"0";"1";
"276";"http://almoune.fr/img/p/1/9/6/6/1966.jpg";"Boulghour Fin Brun - Prizma 1kg";"";"Aliments et Laitiers";"2.075700";"2.19";"0";"1";
"786";"http://almoune.fr/img/p/3/1/3/6/3136.jpg";"Dattes - Sukkari 600g";"";"Accueil";"4.729858";"4.99";"0";"1";
"1644";"http://almoune.fr/img/p/3/4/8/8/3488.jpg";"Mohalabia Domo 200 gr";"";"Ingrédients de pâtisserie";"1.886256";"1.99";"1";"1";
"1810";"http://almoune.fr/img/p/3/8/3/3/3833.jpg";"Épices taouk ou tawouk Abido 500gr.";"";"Épices";"9.241706";"9.75";"-50";"1";
"2036";"http://almoune.fr/img/p/3/9/0/8/3908.jpg";"Sept épices Gardenia en bocal 125g";"";"Épices";"3.781991";"3.99";"0";"1";
"222";"http://almoune.fr/img/p/3/5/6/8/3568.jpg";"Arak Ksara 70 cl";"";"Arack ou Arak Libanais ";"30.000000";"36";"18";"1";
"388";"http://almoune.fr/img/p/2/1/6/5/2165.jpg";"Boisson instantanée citron  (30g) Aruba";"";"Jus en poudre instantanée";"0.379100";"0.4";"0";"1";
"108";"http://almoune.fr/img/p/4/0/0/7/4007.jpg";"Lentilles Rouges ou corail - Al Tunsa 900g";"";"Aliments et Laitiers";"3.781991";"3.99";"13";"1";
"674";"http://almoune.fr/img/p/2/4/2/0/2420.jpg";"Baklava Mixtes (Boite en carton) - DOUAIHY 250g";"";"Patisserie Douaihy";"11.848341";"12.5";"11";"1";
"726";"http://almoune.fr/img/p/2/4/6/4/2464.jpg";"Purée d'Aubergines grillées Paliria 2.6 kg";"";"Accueil";"11.364929";"11.99";"87";"1";
"2440";"http://almoune.fr/img/p/4/1/5/3/4153.jpg";"mix baklava hallab 250 g";"";"Accueil";"11.374408";"12";"0";"1";
"558";"http://almoune.fr/img/p/2/3/0/2/2302.jpg";"Ghee de vache (samneh) - Al Bakara al Haloub 800g";"";"Ghee - beurre clarifié - samneh";"21.791469";"22.99";"1";"1";
"905";"http://almoune.fr/img/p/2/5/6/4/2564.jpg";"Crème lavante Visage Lait d’ânesse 100ml";"";"Autres";"3.958333";"4.75";"1";"1";
"1121";"http://almoune.fr/img/p/2/7/2/1/2721.jpg";"Quatre Epices 1kg";"";"Épices";"26.530806";"27.99";"2";"1";
"166";"http://almoune.fr/img/p/1/8/5/6/1856.jpg";"Raisins secs Golden Afrique du sud - 250g";"";"Fruits secs ";"1.895735";"2";"0";"1";
"52";"http://almoune.fr/img/p/1/6/4/2/1642.jpg";"Maamoul aux Dattes - Teashop  480g";"";"Gourmandises";"4.255924";"4.49";"-4";"1";
"2151";"http://almoune.fr/img/p/4/0/5/5/4055.jpg";"Cerneaux de noix Extra 1/4  - origine Chili - 500g";"";"Ingrédients de pâtisserie";"7.109005";"7.5";"14";"1";
"2610";"http://almoune.fr/img/p/4/1/7/3/4173.jpg";"Manouché croustillant zaatar vrac 200g";"";"Accueil";"3.412322";"3.6";"0";"1";
"616";"http://almoune.fr/img/p/2/3/6/3/2363.jpg";"Fromage à effiler - Suntat 200g";"";"Accueil";"4.379147";"4.62";"0";"1";
"1764";"http://almoune.fr/img/p/3/6/6/0/3660.jpg";"Tahini Arkan 400gr.";"";"Accueil";"3.554502";"3.75";"0";"1";
"501";"http://almoune.fr/img/p/2/2/4/8/2248.jpg";"Bonbons Assortis, Nougat,Araysseh, Moghabara, Qamar Al Din, Malban - 750g";"";"Patisseries";"10.416667";"12.5";"-1";"0";
"340";"http://almoune.fr/img/p/2/1/1/7/2117.jpg";"Semoule grosse Nahil 1kg";"";"Condiments";"1.947000";"2.05";"0";"0";
"846";"http://almoune.fr/img/p/2/5/2/2/2522.jpg";"Café cardamome Abi Nasr 200gr";"";"Cafés";"3.175355";"3.35";"0";"1";
"1309";"http://almoune.fr/img/p/4/0/5/9/4059.jpg";"Paprika fumé - Selection des chefs 450g";"";"Accueil";"10.189573";"10.75";"0";"1";
"1876";"http://almoune.fr/img/p/3/7/9/4/3794.jpg";"Nido lait entier en poudre 1.8 kg";"";"Aliments et Laitiers";"29.374408";"30.99";"0";"1";
"1928";"http://almoune.fr/img/p/3/8/1/5/3815.jpg";"Epices Kebbeh Gardenia 454gr.";"";"Accueil";"9.952607";"10.5";"0";"1";
"453";"http://almoune.fr/img/p/2/3/1/3/2313.jpg";"Halawa Pistaches Bissat 900g";"";"Halawa";"7.390000";"5.99";"0";"0";
"1707";"http://almoune.fr/img/p/3/5/9/8/3598.jpg";"Courgettes farcies Chtoura Garden 350 gr";"";"Conserves";"3.317536";"3.5";"-1";"1";
"284";"http://almoune.fr/img/p/1/9/7/4/1974.jpg";"Basma Gombo Classique Excellent 400gr";"";"Accueil";"1.908500";"2.01";"-243";"1";
"1653";"http://almoune.fr/img/p/3/4/9/5/3495.jpg";"Pois chiches cuits Picuezo 2.7 kg";"";"Conserves";"7.573460";"7.99";"-461";"1";
"1818";"http://almoune.fr/img/p/3/7/0/8/3708.jpg";"Pois chiches secs Mexicain grand calibre 500 gr";"";"Légumineuses";"1.886256";"1.99";"-2";"1";
"396";"http://almoune.fr/img/p/2/1/7/3/2173.jpg";"Gombos Sechés 200g";"";"Légumineuses";"6.164400";"6.5";"-2";"1";
"2328";"http://almoune.fr/img/p/4/1/1/9/4119.jpg";"Zaatar Premium Naturel 1kg BOULOS";"";"Accueil";"16.824645";"17.75";"12";"1";
"1367";"http://almoune.fr/img/p/3/2/8/2/3282.jpg";"mhalabiyeh Gardenia 200g.";"";"Ingrédients de pâtisserie";"1.895735";"2";"0";"1";
"682";"http://almoune.fr/img/p/2/4/2/5/2425.jpg";"Idée cadeau - Panier Savon d'Alep";"";"Autres";"15.156398";"15.99";"0";"0";
"735";"http://almoune.fr/img/p/2/4/7/6/2476.jpg";"Mayonnaise - Dolly's 250g";"";"Condiments";"1.848341";"1.95";"0";"1";
"566";"http://almoune.fr/img/p/2/3/1/0/2310.jpg";"Cafétière émaillée (Rakwe) - 12 tasses";"";"Cafés";"9.630000";"11.56";"0";"0";
"935";"http://almoune.fr/img/p/2/5/4/9/2549.jpg";"Halawa Nature - Durra 350g";"";"Halawa";"3.308057";"3.49";"0";"1";
"174";"http://almoune.fr/img/p/3/8/1/8/3818.jpg";"Foul Cortas - 400g";"";"Aliments et Laitiers";"1.156398";"1.22";"-11";"1";
"60";"http://almoune.fr/img/p/1/6/5/0/1650.jpg";"Anis Entier - Abido 50g";"";"Épices";"1.706161";"1.8";"9";"1";
"1540";"http://almoune.fr/img/p/3/6/6/2/3662.jpg";"Tahini Arkan 800gr.";"";"Accueil";"8.151659";"8.6";"-13";"1";
"2160";"http://almoune.fr/img/p/4/0/6/5/4065.jpg";"Confiture figues sésame libanaise - Chalhoub's Pantry 220g";"";"Confitures";"2.606635";"2.75";"0";"1";
"624";"http://almoune.fr/img/p/3/1/3/7/3137.jpg";"Riz long Basmati - Mahmood Rice 4.5 kg";"";"Accueil";"22.739336";"23.99";"0";"1";
"2387";"http://almoune.fr/img/p/4/1/2/6/4126.jpg";"riz basmati kaalar 1kg";"";"Accueil";"5.213270";"5.5";"2";"1";
"510";"http://almoune.fr/img/p/2/2/5/6/2256.jpg";"Mélange de Meghli  - Aruba 200g";"";"Ingrédients de pâtisserie";"1.886256";"1.99";"0";"1";
"1063";"http://almoune.fr/img/p/3/0/5/4/3054.jpg";"Bourma pistaches Douaihy 1kg";"";"Patisseries";"25.592417";"27";"-18";"1";
"118";"http://almoune.fr/img/p/1/8/0/8/1808.jpg";"Blé pelé 1 kg";"";"Aliments et Laitiers";"2.834123";"2.99";"0";"1";
"1884";"http://almoune.fr/img/p/3/7/9/7/3797.jpg";"Kaak Asroune - Al furno 180g";"";"Accueil";"3.781991";"3.99";"-10";"1";
"2108";"http://almoune.fr/img/p/3/9/8/8/3988.jpg";"Mélange fruits à coques salés - Al Fakhr 500 gr";"";"Fruits à coques grillés";"9.469194";"9.99";"0";"1";
"4";"http://almoune.fr/img/p/1/5/9/4/1594.jpg";"Boulghour Fin Blanc - Altunsa 900g";"";"Aliments et Laitiers";"2.606635";"2.75";"37";"1";
"1483";"http://almoune.fr/img/p/3/2/6/2/3262.jpg";"Maamoul aux dattes - Al Sultan 600gr.";"";"Accueil";"12.796209";"13.5";"0";"1";
"1431";"http://almoune.fr/img/p/3/2/5/6/3256.jpg";"Soupe au poulet et vermicelles - Maggi 60gr.";"";"Accueil";"1.412322";"1.49";"0";"1";
"1715";"http://almoune.fr/img/p/3/6/0/9/3609.jpg";"Manouché zaatar croustillant - Soler's 180 gr";"";"Apéritifs et pain";"3.497630";"3.69";"-41";"1";
"292";"http://almoune.fr/img/p/1/9/8/2/1982.jpg";"Huile d'olive al kheir 1l";"";"Condiments";"7.711000";"8.14";"0";"0";
"2960";"http://almoune.fr/img/p/4/2/0/4/4204.jpg";"Biscotello cacao et crème 200gr";"";"Produits";"2.132701";"2.25";"-2";"1";
